REG,STATE,LTYPE,GID,MLRA,FRR,WBD
E_Euro,AL,Irrigated,I00001,NFFSC,HEARTLND,NEW_ENG
N_Afr,AZ,Rainfed,I00002,CSFTSC,N_CRESC,MID_ATL
SSA,AR,,I00003,NWRR,N_GRTPLN,S_ATL_GLF
S_Amer,CA,,I00004,WRI,PRAIRIE_G,GRT_LAKES
AUS_NZ,CO,,I00005,RMRF,E_UPLAND,OH_REG
EU,CT,,I00006,WGPRI,S_SEABRD,TN_REG
S_Asia,DE,,I00007,NGPSW,FRUIT_RIM,UP_MS_REG
CC_Amer,FL,,I00008,CGPWWR,BASIN_RNG,LO_MS_REG
S_Afr,GA,,I00009,SPPRC,MS_PORT,SOURIS
SE_Asia,ID,,I00010,SPCF,,MO_REG
CAN,IL,,I00011,CFGL,,WHITE_RED
US,IN,,I00012,AGCLFC,,TXS_GULF
CHN_MNG,IA,,I00013,ECFF,,RIO_GRND
M_East,KS,,I00014,SAGSCCFL,,UP_CO_REG
JPN_KR,KY,,I00015,NLSFF,,LO_CO_REG
C_Asia,LA,,I00016,MDCFG,,GRT_BASIN
,ME,,I00017,LSFTCD,,PAC_NW
,MD,,I00018,NFF,,CA_REG
,,,I39429,,,
,,,I39430,,,
,,,I39431,,,
,,,I39432,,,
,,,I39433,,,
,,,I39434,,,
,,,I39435,,,
,,,I39436,,,
,,,I39437,,,
,,,I39438,,,
,,,I39439,,,
,,,I39440,,,
,,,I39441,,,
,,,I39442,,,
,,,I39443,,,
,,,I39444,,,
,,,I39445,,,
,,,I39446,,,
,,,I39447,,,
,,,I39448,,,
,,,I39449,,,
,,,I39450,,,
,,,I39451,,,
,,,I39452,,,
,,,I39453,,,
,,,I39454,,,
,,,I39455,,,
,,,I39456,,,
,,,I39457,,,
,,,I39458,,,
,,,I39459,,,
,,,I39460,,,
,,,I39461,,,
,,,I39462,,,
,,,I39463,,,
,,,I39464,,,
,,,I39465,,,
,,,I39466,,,
,,,I39467,,,
,,,I39468,,,
,,,I39469,,,
,,,I39470,,,
,,,I39471,,,
,,,I39472,,,
,,,I39473,,,
,,,I39474,,,
,,,I39475,,,
,,,I39476,,,
,,,I39477,,,
,,,I39478,,,
,,,I39479,,,
,,,I39480,,,
,,,I39481,,,
,,,I39482,,,
,,,I39483,,,
,,,I39484,,,
,,,I39485,,,
,,,I39486,,,
,,,I39487,,,
,,,I39488,,,
,,,I39489,,,
,,,I39490,,,
,,,I39491,,,
,,,I39492,,,
,,,I39493,,,
,,,I39494,,,
,,,I39495,,,
,,,I39496,,,
,,,I39497,,,
,,,I39498,,,
,,,I39499,,,
,,,I39500,,,
,,,I39501,,,
,,,I39502,,,
,,,I39503,,,
,,,I39504,,,
,,,I39505,,,
,,,I39506,,,
,,,I39507,,,
,,,I39508,,,
,,,I39509,,,
,,,I39510,,,
,,,I39511,,,
,,,I39512,,,
,,,I39513,,,
,,,I39514,,,
,,,I39515,,,
,,,I39516,,,
,,,I39517,,,
,,,I39518,,,
,,,I39519,,,
,,,I39520,,,
,,,I39521,,,
,,,I39522,,,
,,,I39523,,,
,,,I39524,,,
,,,I39525,,,
,,,I39526,,,
,,,I39527,,,
,,,I39528,,,
,,,I39529,,,
,,,I39530,,,
,,,I39531,,,
,,,I39532,,,
,,,I39533,,,
,,,I39534,,,
,,,I39535,,,
,,,I39536,,,
,,,I39537,,,
,,,I39538,,,
,,,I39539,,,
,,,I39540,,,
,,,I39541,,,
,,,I39542,,,
,,,I39543,,,
,,,I39544,,,
,,,I39545,,,
,,,I39546,,,
,,,I39547,,,
,,,I39548,,,
,,,I39549,,,
,,,I39550,,,
,,,I39551,,,
,,,I39552,,,
,,,I39553,,,
,,,I39554,,,
,,,I39555,,,
,,,I39556,,,
,,,I39557,,,
,,,I39558,,,
,,,I39559,,,
,,,I39560,,,
,,,I39561,,,
,,,I39562,,,
,,,I39563,,,
,,,I39564,,,
,,,I39565,,,
,,,I39566,,,
,,,I39567,,,
,,,I39568,,,
,,,I39569,,,
,,,I39570,,,
,,,I39571,,,
,,,I39572,,,
,,,I39573,,,
,,,I39574,,,
,,,I39575,,,
,,,I39576,,,
,,,I39577,,,
,,,I39578,,,
,,,I39579,,,
,,,I39580,,,
,,,I39581,,,
,,,I39582,,,
,,,I39583,,,
,,,I39584,,,
,,,I39585,,,
,,,I39586,,,
,,,I39587,,,
,,,I39588,,,
,,,I39589,,,
,,,I39590,,,
,,,I39591,,,
,,,I39592,,,
,,,I39593,,,
,,,I39594,,,
,,,I39595,,,
,,,I39596,,,
,,,I39597,,,
,,,I39598,,,
,,,I39599,,,
,,,I39600,,,
,,,I39601,,,
,,,I39602,,,
,,,I39603,,,
,,,I39604,,,
,,,I39605,,,
,,,I39606,,,
,,,I39607,,,
,,,I39608,,,
,,,I39609,,,
,,,I39610,,,
,,,I39611,,,
,,,I39612,,,
,,,I39613,,,
,,,I39614,,,
,,,I39615,,,
,,,I39616,,,
,,,I39617,,,
,,,I39618,,,
,,,I39619,,,
,,,I39620,,,
,,,I39621,,,
,,,I39622,,,
,,,I39623,,,
,,,I39624,,,
,,,I39625,,,
,,,I39626,,,
,,,I39627,,,
,,,I39628,,,
,,,I39629,,,
,,,I39630,,,
,,,I39631,,,
,,,I39632,,,
,,,I39633,,,
,,,I39634,,,
,,,I39635,,,
,,,I39636,,,
,,,I39637,,,
,,,I39638,,,
,,,I39639,,,
,,,I39640,,,
,,,I39641,,,
,,,I39642,,,
,,,I39643,,,
,,,I39644,,,
,,,I39645,,,
,,,I39646,,,
,,,I39647,,,
,,,I39648,,,
,,,I39649,,,
,,,I39650,,,
,,,I39651,,,
,,,I39652,,,
,,,I39653,,,
,,,I39654,,,
,,,I39655,,,
,,,I39656,,,
,,,I39657,,,
,,,I39658,,,
,,,I39659,,,
,,,I39660,,,
,,,I39661,,,
,,,I39662,,,
,,,I39663,,,
,,,I39664,,,
,,,I39665,,,
,,,I39666,,,
,,,I39667,,,
,,,I39668,,,
,,,I39669,,,
,,,I39670,,,
,,,I39671,,,
,,,I39672,,,
,,,I39673,,,
,,,I39674,,,
,,,I39675,,,
,,,I39676,,,
,,,I39677,,,
,,,I39678,,,
,,,I39679,,,
,,,I39680,,,
,,,I39681,,,
,,,I39682,,,
,,,I39683,,,
,,,I39684,,,
,,,I39685,,,
,,,I39686,,,
,,,I39687,,,
,,,I39688,,,
,,,I39689,,,
,,,I39690,,,
,,,I39691,,,
,,,I39692,,,
,,,I39693,,,
,,,I39694,,,
,,,I39695,,,
,,,I39696,,,
,,,I39697,,,
,,,I39698,,,
,,,I39699,,,
,,,I39700,,,
,,,I39701,,,
,,,I39702,,,
,,,I39703,,,
,,,I39704,,,
,,,I39705,,,
,,,I39706,,,
,,,I39707,,,
,,,I39708,,,
,,,I39709,,,
,,,I39710,,,
,,,I39711,,,
,,,I39712,,,
,,,I39713,,,
,,,I39714,,,
,,,I39715,,,
,,,I39716,,,
,,,I39717,,,
,,,I39718,,,
,,,I39719,,,
,,,I39720,,,
,,,I39721,,,
,,,I39722,,,
,,,I39723,,,
,,,I39724,,,
,,,I39725,,,
,,,I39726,,,
,,,I39727,,,
,,,I39728,,,
,,,I39729,,,
,,,I39730,,,
,,,I39731,,,
,,,I39732,,,
,,,I39733,,,
,,,I39734,,,
,,,I39735,,,
,,,I39736,,,
,,,I39737,,,
,,,I39738,,,
,,,I39739,,,
,,,I39740,,,
,,,I39741,,,
,,,I39742,,,
,,,I39743,,,
,,,I39744,,,
,,,I39745,,,
,,,I39746,,,
,,,I39747,,,
,,,I39748,,,
,,,I39749,,,
,,,I39750,,,
,,,I39751,,,
,,,I39752,,,
,,,I39753,,,
,,,I39754,,,
,,,I39755,,,
,,,I39756,,,
,,,I39757,,,
,,,I39758,,,
,,,I39759,,,
,,,I39760,,,
,,,I39761,,,
,,,I39762,,,
,,,I39763,,,
,,,I39764,,,
,,,I39765,,,
,,,I39766,,,
,,,I39767,,,
,,,I39768,,,
,,,I39769,,,
,,,I39770,,,
,,,I39771,,,
,,,I39772,,,
,,,I39773,,,
,,,I39774,,,
,,,I39775,,,
,,,I39776,,,
,,,I39777,,,
,,,I39778,,,
,,,I39779,,,
,,,I39780,,,
,,,I39781,,,
,,,I39782,,,
,,,I39783,,,
,,,I39784,,,
,,,I39785,,,
,,,I39786,,,
,,,I39787,,,
,,,I39788,,,
,,,I39789,,,
,,,I39790,,,
,,,I39791,,,
,,,I39792,,,
,,,I39793,,,
,,,I39794,,,
,,,I39795,,,
,,,I39796,,,
,,,I39797,,,
,,,I39798,,,
,,,I39799,,,
,,,I39800,,,
,,,I39801,,,
,,,I39802,,,
,,,I39803,,,
,,,I39804,,,
,,,I39805,,,
,,,I39806,,,
,,,I39807,,,
,,,I39808,,,
,,,I39809,,,
,,,I39810,,,
,,,I39811,,,
,,,I39812,,,
,,,I39813,,,
,,,I39814,,,
,,,I39815,,,
,,,I39816,,,
,,,I39817,,,
,,,I39818,,,
,,,I39819,,,
,,,I39820,,,
,,,I39821,,,
,,,I39822,,,
,,,I39823,,,
,,,I39824,,,
,,,I39825,,,
,,,I39826,,,
,,,I39827,,,
,,,I39828,,,
,,,I39829,,,
,,,I39830,,,
,,,I39831,,,
,,,I39832,,,
,,,I39833,,,
,,,I39834,,,
,,,I39835,,,
,,,I39836,,,
,,,I39837,,,
,,,I39838,,,
,,,I39839,,,
,,,I39840,,,
,,,I39841,,,
,,,I39842,,,
,,,I39843,,,
,,,I39844,,,
,,,I39845,,,
,,,I39846,,,
,,,I39847,,,
,,,I39848,,,
,,,I39849,,,
,,,I39850,,,
,,,I39851,,,
,,,I39852,,,
,,,I39853,,,
,,,I39854,,,
,,,I39855,,,
,,,I39856,,,
,,,I39857,,,
,,,I39858,,,
,,,I39859,,,
,,,I39860,,,
,,,I39861,,,
,,,I39862,,,
,,,I39863,,,
,,,I39864,,,
,,,I39865,,,
,,,I39866,,,
,,,I39867,,,
,,,I39868,,,
,,,I39869,,,
,,,I39870,,,
,,,I39871,,,
,,,I39872,,,
,,,I39873,,,
,,,I39874,,,
,,,I39875,,,
,,,I39876,,,
,,,I39877,,,
,,,I39878,,,
,,,I39879,,,
,,,I39880,,,
,,,I39881,,,
,,,I39882,,,
,,,I39883,,,
,,,I39884,,,
,,,I39885,,,
,,,I39886,,,
,,,I39887,,,
,,,I39888,,,
,,,I39889,,,
,,,I39890,,,
,,,I39891,,,
,,,I39892,,,
,,,I39893,,,
,,,I39894,,,
,,,I39895,,,
,,,I39896,,,
,,,I39897,,,
,,,I39898,,,
,,,I39899,,,
,,,I39900,,,
,,,I39901,,,
,,,I39902,,,
,,,I39903,,,
,,,I39904,,,
,,,I39905,,,
,,,I39906,,,
,,,I39907,,,
,,,I39908,,,
,,,I39909,,,
,,,I39910,,,
,,,I39911,,,
,,,I39912,,,
,,,I39913,,,
,,,I39914,,,
,,,I39915,,,
,,,I39916,,,
,,,I39917,,,
,,,I39918,,,
,,,I39919,,,
,,,I39920,,,
,,,I39921,,,
,,,I39922,,,
,,,I39923,,,
,,,I39924,,,
,,,I39925,,,
,,,I39926,,,
,,,I39927,,,
,,,I39928,,,
,,,I39929,,,
,,,I39930,,,
,,,I39931,,,
,,,I39932,,,
,,,I39933,,,
,,,I39934,,,
,,,I39935,,,
,,,I39936,,,
,,,I39937,,,
,,,I39938,,,
,,,I39939,,,
,,,I39940,,,
,,,I39941,,,
,,,I39942,,,
,,,I39943,,,
,,,I39944,,,
,,,I39945,,,
,,,I39946,,,
,,,I39947,,,
,,,I39948,,,
,,,I39949,,,
,,,I39950,,,
,,,I39951,,,
,,,I39952,,,
,,,I39953,,,
,,,I39954,,,
,,,I39955,,,
,,,I39956,,,
,,,I39957,,,
,,,I39958,,,
,,,I39959,,,
,,,I39960,,,
,,,I39961,,,
,,,I39962,,,
,,,I39963,,,
,,,I39964,,,
,,,I39965,,,
,,,I39966,,,
,,,I39967,,,
,,,I39968,,,
,,,I39969,,,
,,,I39970,,,
,,,I39971,,,
,,,I39972,,,
,,,I39973,,,
,,,I39974,,,
,,,I39975,,,
,,,I39976,,,
,,,I39977,,,
,,,I39978,,,
,,,I39979,,,
,,,I39980,,,
,,,I39981,,,
,,,I39982,,,
,,,I39983,,,
,,,I39984,,,
,,,I39985,,,
,,,I39986,,,
,,,I39987,,,
,,,I39988,,,
,,,I39989,,,
,,,I39990,,,
,,,I39991,,,
,,,I39992,,,
,,,I39993,,,
,,,I39994,,,
,,,I39995,,,
,,,I39996,,,
,,,I39997,,,
,,,I39998,,,
,,,I39999,,,
,,,I40000,,,
,,,I40001,,,
,,,I40002,,,
,,,I40003,,,
,,,I40004,,,
,,,I40005,,,
,,,I40006,,,
,,,I40007,,,
,,,I40008,,,
,,,I40009,,,
,,,I40010,,,
,,,I40011,,,
,,,I40012,,,
,,,I40013,,,
,,,I40014,,,
,,,I40015,,,
,,,I40016,,,
,,,I40017,,,
,,,I40018,,,
,,,I40019,,,
,,,I40020,,,
,,,I40021,,,
,,,I40022,,,
,,,I40023,,,
,,,I40024,,,
,,,I40025,,,
,,,I40026,,,
,,,I40027,,,
,,,I40028,,,
,,,I40029,,,
,,,I40030,,,
,,,I40031,,,
,,,I40032,,,
,,,I40033,,,
,,,I40034,,,
,,,I40035,,,
,,,I40036,,,
,,,I40037,,,
,,,I40038,,,
,,,I40039,,,
,,,I40040,,,
,,,I40041,,,
,,,I40042,,,
,,,I40043,,,
,,,I40044,,,
,,,I40045,,,
,,,I40046,,,
,,,I40047,,,
,,,I40048,,,
,,,I40049,,,
,,,I40050,,,
,,,I40051,,,
,,,I40052,,,
,,,I40053,,,
,,,I40054,,,
,,,I40055,,,
,,,I40056,,,
,,,I40057,,,
,,,I40058,,,
,,,I40059,,,
,,,I40060,,,
,,,I40061,,,
,,,I40062,,,
,,,I40063,,,
,,,I40064,,,
,,,I40065,,,
,,,I40066,,,
,,,I40067,,,
,,,I40068,,,
,,,I40069,,,
,,,I40070,,,
,,,I40071,,,
,,,I40072,,,
,,,I40073,,,
,,,I40074,,,
,,,I40075,,,
,,,I40076,,,
,,,I40077,,,
,,,I40078,,,
,,,I40079,,,
,,,I40080,,,
,,,I40081,,,
,,,I40082,,,
,,,I40083,,,
,,,I40084,,,
,,,I40085,,,
,,,I40086,,,
,,,I40087,,,
,,,I40088,,,
,,,I40089,,,
,,,I40090,,,
,,,I40091,,,
,,,I40092,,,
,,,I40093,,,
,,,I40094,,,
,,,I40095,,,
,,,I40096,,,
,,,I40097,,,
,,,I40098,,,
,,,I40099,,,
,,,I40100,,,
,,,I40101,,,
,,,I40102,,,
,,,I40103,,,
,,,I40104,,,
,,,I40105,,,
,,,I40106,,,
,,,I40107,,,
,,,I40108,,,
,,,I40109,,,
,,,I40110,,,
,,,I40111,,,
,,,I40112,,,
,,,I40113,,,
,,,I40114,,,
,,,I40115,,,
,,,I40116,,,
,,,I40117,,,
,,,I40118,,,
,,,I40119,,,
,,,I40120,,,
,,,I40121,,,
,,,I40122,,,
,,,I40123,,,
,,,I40124,,,
,,,I40125,,,
,,,I40126,,,
,,,I40127,,,
,,,I40128,,,
,,,I40129,,,
,,,I40130,,,
,,,I40131,,,
,,,I40132,,,
,,,I40133,,,
,,,I40134,,,
,,,I40135,,,
,,,I40136,,,
,,,I40137,,,
,,,I40138,,,
,,,I40139,,,
,,,I40140,,,
,,,I40141,,,
,,,I40142,,,
,,,I40143,,,
,,,I40144,,,
,,,I40145,,,
,,,I40146,,,
,,,I40147,,,
,,,I40148,,,
,,,I40149,,,
,,,I40150,,,
,,,I40151,,,
,,,I40152,,,
,,,I40153,,,
,,,I40154,,,
,,,I40155,,,
,,,I40156,,,
,,,I40157,,,
,,,I40158,,,
,,,I40159,,,
,,,I40160,,,
,,,I40161,,,
,,,I40162,,,
,,,I40163,,,
,,,I40164,,,
,,,I40165,,,
,,,I40166,,,
,,,I40167,,,
,,,I40168,,,
,,,I40169,,,
,,,I40170,,,
,,,I40171,,,
,,,I40172,,,
,,,I40173,,,
,,,I40174,,,
,,,I40175,,,
,,,I40176,,,
,,,I40177,,,
,,,I40178,,,
,,,I40179,,,
,,,I40180,,,
,,,I40181,,,
,,,I40182,,,
,,,I40183,,,
,,,I40184,,,
,,,I40185,,,
,,,I40186,,,
,,,I40187,,,
,,,I40188,,,
,,,I40189,,,
,,,I40190,,,
,,,I40191,,,
,,,I40192,,,
,,,I40193,,,
,,,I40194,,,
,,,I40195,,,
,,,I40196,,,
,,,I40197,,,
,,,I40198,,,
,,,I40199,,,
,,,I40200,,,
,,,I40201,,,
,,,I40202,,,
,,,I40203,,,
,,,I40204,,,
,,,I40205,,,
,,,I40206,,,
,,,I40207,,,
,,,I40208,,,
,,,I40209,,,
,,,I40210,,,
,,,I40211,,,
,,,I40212,,,
,,,I40213,,,
,,,I40214,,,
,,,I40215,,,
,,,I40216,,,
,,,I40217,,,
,,,I40218,,,
,,,I40219,,,
,,,I40220,,,
,,,I40221,,,
,,,I40222,,,
,,,I40223,,,
,,,I40224,,,
,,,I40225,,,
,,,I40226,,,
,,,I40227,,,
,,,I40228,,,
,,,I40229,,,
,,,I40230,,,
,,,I40231,,,
,,,I40232,,,
,,,I40233,,,
,,,I40234,,,
,,,I40235,,,
,,,I40236,,,
,,,I40237,,,
,,,I40238,,,
,,,I40239,,,
,,,I40240,,,
,,,I40241,,,
,,,I40242,,,
,,,I40243,,,
,,,I40244,,,
,,,I40245,,,
,,,I40246,,,
,,,I40247,,,
,,,I40248,,,
,,,I40249,,,
,,,I40250,,,
,,,I40251,,,
,,,I40252,,,
,,,I40253,,,
,,,I40254,,,
,,,I40255,,,
,,,I40256,,,
,,,I40257,,,
,,,I40258,,,
,,,I40259,,,
,,,I40260,,,
,,,I40261,,,
,,,I40262,,,
,,,I40263,,,
,,,I40264,,,
,,,I40265,,,
,,,I40266,,,
,,,I40267,,,
,,,I40268,,,
,,,I40269,,,
,,,I40270,,,
,,,I40271,,,
,,,I40272,,,
,,,I40273,,,
,,,I40274,,,
,,,I40275,,,
,,,I40276,,,
,,,I40277,,,
,,,I40278,,,
,,,I40279,,,
,,,I40280,,,
,,,I40281,,,
,,,I40282,,,
,,,I40283,,,
,,,I40284,,,
,,,I40285,,,
,,,I40286,,,
,,,I40287,,,
,,,I40288,,,
,,,I40289,,,
,,,I40290,,,
,,,I40291,,,
,,,I40292,,,
,,,I40293,,,
,,,I40294,,,
,,,I40295,,,
,,,I40296,,,
,,,I40297,,,
,,,I40298,,,
,,,I40299,,,
,,,I40300,,,
,,,I40301,,,
,,,I40302,,,
,,,I40303,,,
,,,I40304,,,
,,,I40305,,,
,,,I40306,,,
,,,I40307,,,
,,,I40308,,,
,,,I40309,,,
,,,I40310,,,
,,,I40311,,,
,,,I40312,,,
,,,I40313,,,
,,,I40314,,,
,,,I40315,,,
,,,I40316,,,
,,,I40317,,,
,,,I40318,,,
,,,I40319,,,
,,,I40320,,,
,,,I40321,,,
,,,I40322,,,
,,,I40323,,,
,,,I40324,,,
,,,I40325,,,
,,,I40326,,,
,,,I40327,,,
,,,I40328,,,
,,,I40329,,,
,,,I40330,,,
,,,I40331,,,
,,,I40332,,,
,,,I40333,,,
,,,I40334,,,
,,,I40335,,,
,,,I40336,,,
,,,I40337,,,
,,,I40338,,,
,,,I40339,,,
,,,I40340,,,
,,,I40341,,,
,,,I40342,,,
,,,I40343,,,
,,,I40344,,,
,,,I40345,,,
,,,I40346,,,
,,,I40347,,,
,,,I40348,,,
,,,I40349,,,
,,,I40350,,,
,,,I40351,,,
,,,I40352,,,
,,,I40353,,,
,,,I40354,,,
,,,I40355,,,
,,,I40356,,,
,,,I40357,,,
,,,I40358,,,
,,,I40359,,,
,,,I40360,,,
,,,I40361,,,
,,,I40362,,,
,,,I40363,,,
,,,I40364,,,
,,,I40365,,,
,,,I40366,,,
,,,I40367,,,
,,,I40368,,,
,,,I40369,,,
,,,I40370,,,
,,,I40371,,,
,,,I40372,,,
,,,I40373,,,
,,,I40374,,,
,,,I40375,,,
,,,I40376,,,
,,,I40377,,,
,,,I40378,,,
,,,I40379,,,
,,,I40380,,,
,,,I40381,,,
,,,I40382,,,
,,,I40383,,,
,,,I40384,,,
,,,I40385,,,
,,,I40386,,,
,,,I40387,,,
,,,I40388,,,
,,,I40389,,,
,,,I40390,,,
,,,I40391,,,
,,,I40392,,,
,,,I40393,,,
,,,I40394,,,
,,,I40395,,,
,,,I40396,,,
,,,I40397,,,
,,,I40398,,,
,,,I40399,,,
,,,I40400,,,
,,,I40401,,,
,,,I40402,,,
,,,I40403,,,
,,,I40404,,,
,,,I40405,,,
,,,I40406,,,
,,,I40407,,,
,,,I40408,,,
,,,I40409,,,
,,,I40410,,,
,,,I40411,,,
,,,I40412,,,
,,,I40413,,,
,,,I40414,,,
,,,I40415,,,
,,,I40416,,,
,,,I40417,,,
,,,I40418,,,
,,,I40419,,,
,,,I40420,,,
,,,I40421,,,
,,,I40422,,,
,,,I40423,,,
,,,I40424,,,
,,,I40425,,,
,,,I40426,,,
,,,I40427,,,
,,,I40428,,,
,,,I40429,,,
,,,I40430,,,
,,,I40431,,,
,,,I40432,,,
,,,I40433,,,
,,,I40434,,,
,,,I40435,,,
,,,I40436,,,
,,,I40437,,,
,,,I40438,,,
,,,I40439,,,
,,,I40440,,,
,,,I40441,,,
,,,I40442,,,
,,,I40443,,,
,,,I40444,,,
,,,I40445,,,
,,,I40446,,,
,,,I40447,,,
,,,I40448,,,
,,,I40449,,,
,,,I40450,,,
,,,I40451,,,
,,,I40452,,,
,,,I40453,,,
,,,I40454,,,
,,,I40455,,,
,,,I40456,,,
,,,I40457,,,
,,,I40458,,,
,,,I40459,,,
,,,I40460,,,
,,,I40461,,,
,,,I40462,,,
,,,I40463,,,
,,,I40464,,,
,,,I40465,,,
,,,I40466,,,
,,,I40467,,,
,,,I40468,,,
,,,I40469,,,
,,,I40470,,,
,,,I40471,,,
,,,I40472,,,
,,,I40473,,,
,,,I40474,,,
,,,I40475,,,
,,,I40476,,,
,,,I40477,,,
,,,I40478,,,
,,,I40479,,,
,,,I40480,,,
,,,I40481,,,
,,,I40482,,,
,,,I40483,,,
,,,I40484,,,
,,,I40485,,,
,,,I40486,,,
,,,I40487,,,
,,,I40488,,,
,,,I40489,,,
,,,I40490,,,
,,,I40491,,,
,,,I40492,,,
,,,I40493,,,
,,,I40494,,,
,,,I40495,,,
,,,I40496,,,
,,,I40497,,,
,,,I40498,,,
,,,I40499,,,
,,,I40500,,,
,,,I40501,,,
,,,I40502,,,
,,,I40503,,,
,,,I40504,,,
,,,I40505,,,
,,,I40506,,,
,,,I40507,,,
,,,I40508,,,
,,,I40509,,,
,,,I40510,,,
,,,I40511,,,
,,,I40512,,,
,,,I40513,,,
,,,I40514,,,
,,,I40515,,,
,,,I40516,,,
,,,I40517,,,
,,,I40518,,,
,,,I40519,,,
,,,I40520,,,
,,,I40521,,,
,,,I40522,,,
,,,I40523,,,
,,,I40524,,,
,,,I40525,,,
,,,I40526,,,
,,,I40527,,,
,,,I40528,,,
,,,I40529,,,
,,,I40530,,,
,,,I40531,,,
,,,I40532,,,
,,,I40533,,,
,,,I40534,,,
,,,I40535,,,
,,,I40536,,,
,,,I40537,,,
,,,I40538,,,
,,,I40539,,,
,,,I40540,,,
,,,I40541,,,
,,,I40542,,,
,,,I40543,,,
,,,I40544,,,
,,,I40545,,,
,,,I40546,,,
,,,I40547,,,
,,,I40548,,,
,,,I40549,,,
,,,I40550,,,
,,,I40551,,,
,,,I40552,,,
,,,I40553,,,
,,,I40554,,,
,,,I40555,,,
,,,I40556,,,
,,,I40557,,,
,,,I40558,,,
,,,I40559,,,
,,,I40560,,,
,,,I40561,,,
,,,I40562,,,
,,,I40563,,,
,,,I40564,,,
,,,I40565,,,
,,,I40566,,,
,,,I40567,,,
,,,I40568,,,
,,,I40569,,,
,,,I40570,,,
,,,I40571,,,
,,,I40572,,,
,,,I40573,,,
,,,I40574,,,
,,,I40575,,,
,,,I40576,,,
,,,I40577,,,
,,,I40578,,,
,,,I40579,,,
,,,I40580,,,
,,,I40581,,,
,,,I40582,,,
,,,I40583,,,
,,,I40584,,,
,,,I40585,,,
,,,I40586,,,
,,,I40587,,,
,,,I40588,,,
,,,I40589,,,
,,,I40590,,,
,,,I40591,,,
,,,I40592,,,
,,,I40593,,,
,,,I40594,,,
,,,I40595,,,
,,,I40596,,,
,,,I40597,,,
,,,I40598,,,
,,,I40599,,,
,,,I40600,,,
,,,I40601,,,
,,,I40602,,,
,,,I40603,,,
,,,I40604,,,
,,,I40605,,,
,,,I40606,,,
,,,I40607,,,
,,,I40608,,,
,,,I40609,,,
,,,I40610,,,
,,,I40611,,,
,,,I40612,,,
,,,I40613,,,
,,,I40614,,,
,,,I40615,,,
,,,I40616,,,
,,,I40617,,,
,,,I40618,,,
,,,I40619,,,
,,,I40620,,,
,,,I40621,,,
,,,I40622,,,
,,,I40623,,,
,,,I40624,,,
,,,I40625,,,
,,,I40626,,,
,,,I40627,,,
,,,I40628,,,
,,,I40629,,,
,,,I40630,,,
,,,I40631,,,
,,,I40632,,,
,,,I40633,,,
,,,I40634,,,
,,,I40635,,,
,,,I40636,,,
,,,I40637,,,
,,,I40638,,,
,,,I40639,,,
,,,I40640,,,
,,,I40641,,,
,,,I40642,,,
,,,I40643,,,
,,,I40644,,,
,,,I40645,,,
,,,I40646,,,
,,,I40647,,,
,,,I40648,,,
,,,I40649,,,
,,,I40650,,,
,,,I40651,,,
,,,I40652,,,
,,,I40653,,,
,,,I40654,,,
,,,I40655,,,
,,,I40656,,,
,,,I40657,,,
,,,I40658,,,
,,,I40659,,,
,,,I40660,,,
,,,I40661,,,
,,,I40662,,,
,,,I40663,,,
,,,I40664,,,
,,,I40665,,,
,,,I40666,,,
,,,I40667,,,
,,,I40668,,,
,,,I40669,,,
,,,I40670,,,
,,,I40671,,,
,,,I40672,,,
,,,I40673,,,
,,,I40674,,,
,,,I40675,,,
,,,I40676,,,
,,,I40677,,,
,,,I40678,,,
,,,I40679,,,
,,,I40680,,,
,,,I40681,,,
,,,I40682,,,
,,,I40683,,,
,,,I40684,,,
,,,I40685,,,
,,,I40686,,,
,,,I40687,,,
,,,I40688,,,
,,,I40689,,,
,,,I40690,,,
,,,I40691,,,
,,,I40692,,,
,,,I40693,,,
,,,I40694,,,
,,,I40695,,,
,,,I40696,,,
,,,I40697,,,
,,,I40698,,,
,,,I40699,,,
,,,I40700,,,
,,,I40701,,,
,,,I40702,,,
,,,I40703,,,
,,,I40704,,,
,,,I40705,,,
,,,I40706,,,
,,,I40707,,,
,,,I40708,,,
,,,I40709,,,
,,,I40710,,,
,,,I40711,,,
,,,I40712,,,
,,,I40713,,,
,,,I40714,,,
,,,I40715,,,
,,,I40716,,,
,,,I40717,,,
,,,I40718,,,
,,,I40719,,,
,,,I40720,,,
,,,I40721,,,
,,,I40722,,,
,,,I40723,,,
,,,I40724,,,
,,,I40725,,,
,,,I40726,,,
,,,I40727,,,
,,,I40728,,,
,,,I40729,,,
,,,I40730,,,
,,,I40731,,,
,,,I40732,,,
,,,I40733,,,
,,,I40734,,,
,,,I40735,,,
,,,I40736,,,
,,,I40737,,,
,,,I40738,,,
,,,I40739,,,
,,,I40740,,,
,,,I40741,,,
,,,I40742,,,
,,,I40743,,,
,,,I40744,,,
,,,I40745,,,
,,,I40746,,,
,,,I40747,,,
,,,I40748,,,
,,,I40749,,,
,,,I40750,,,
,,,I40751,,,
,,,I40752,,,
,,,I40753,,,
,,,I40754,,,
,,,I40755,,,
,,,I40756,,,
,,,I40757,,,
,,,I40758,,,
,,,I40759,,,
,,,I40760,,,
,,,I40761,,,
,,,I40762,,,
,,,I40763,,,
,,,I40764,,,
,,,I40765,,,
,,,I40766,,,
,,,I40767,,,
