REG,STATE,LTYPE,GID,MLRA,FRR,WBD
E_Euro,AL,Irrigated,I00001,NFFSC,HEARTLND,NEW_ENG
N_Afr,AZ,Rainfed,I00002,CSFTSC,N_CRESC,MID_ATL
SSA,AR,,I00003,NWRR,N_GRTPLN,S_ATL_GLF
S_Amer,CA,,I00004,WRI,PRAIRIE_G,GRT_LAKES
AUS_NZ,CO,,I00005,RMRF,E_UPLAND,OH_REG
EU,CT,,I00006,WGPRI,S_SEABRD,TN_REG
S_Asia,DE,,I00007,NGPSW,FRUIT_RIM,UP_MS_REG
CC_Amer,FL,,I00008,CGPWWR,BASIN_RNG,LO_MS_REG
S_Afr,GA,,I00009,SPPRC,MS_PORT,SOURIS
SE_Asia,ID,,I00010,SPCF,,MO_REG
CAN,IL,,I00011,CFGL,,WHITE_RED
US,IN,,I00012,AGCLFC,,TXS_GULF
CHN_MNG,IA,,I00013,ECFF,,RIO_GRND
M_East,KS,,I00014,SAGSCCFL,,UP_CO_REG
JPN_KR,KY,,I00015,NLSFF,,LO_CO_REG
C_Asia,LA,,I00016,MDCFG,,GRT_BASIN
,ME,,I00017,LSFTCD,,PAC_NW
,MD,,I00018,NFF,,CA_REG
,,,I40768,,,
,,,I40769,,,
,,,I40770,,,
,,,I40771,,,
,,,I40772,,,
,,,I40773,,,
,,,I40774,,,
,,,I40775,,,
,,,I40776,,,
,,,I40777,,,
,,,I40778,,,
,,,I40779,,,
,,,I40780,,,
,,,I40781,,,
,,,I40782,,,
,,,I40783,,,
,,,I40784,,,
,,,I40785,,,
,,,I40786,,,
,,,I40787,,,
,,,I40788,,,
,,,I40789,,,
,,,I40790,,,
,,,I40791,,,
,,,I40792,,,
,,,I40793,,,
,,,I40794,,,
,,,I40795,,,
,,,I40796,,,
,,,I40797,,,
,,,I40798,,,
,,,I40799,,,
,,,I40800,,,
,,,I40801,,,
,,,I40802,,,
,,,I40803,,,
,,,I40804,,,
,,,I40805,,,
,,,I40806,,,
,,,I40807,,,
,,,I40808,,,
,,,I40809,,,
,,,I40810,,,
,,,I40811,,,
,,,I40812,,,
,,,I40813,,,
,,,I40814,,,
,,,I40815,,,
,,,I40816,,,
,,,I40817,,,
,,,I40818,,,
,,,I40819,,,
,,,I40820,,,
,,,I40821,,,
,,,I40822,,,
,,,I40823,,,
,,,I40824,,,
,,,I40825,,,
,,,I40826,,,
,,,I40827,,,
,,,I40828,,,
,,,I40829,,,
,,,I40830,,,
,,,I40831,,,
,,,I40832,,,
,,,I40833,,,
,,,I40834,,,
,,,I40835,,,
,,,I40836,,,
,,,I40837,,,
,,,I40838,,,
,,,I40839,,,
,,,I40840,,,
,,,I40841,,,
,,,I40842,,,
,,,I40843,,,
,,,I40844,,,
,,,I40845,,,
,,,I40846,,,
,,,I40847,,,
,,,I40848,,,
,,,I40849,,,
,,,I40850,,,
,,,I40851,,,
,,,I40852,,,
,,,I40853,,,
,,,I40854,,,
,,,I40855,,,
,,,I40856,,,
,,,I40857,,,
,,,I40858,,,
,,,I40859,,,
,,,I40860,,,
,,,I40861,,,
,,,I40862,,,
,,,I40863,,,
,,,I40864,,,
,,,I40865,,,
,,,I40866,,,
,,,I40867,,,
,,,I40868,,,
,,,I40869,,,
,,,I40870,,,
,,,I40871,,,
,,,I40872,,,
,,,I40873,,,
,,,I40874,,,
,,,I40875,,,
,,,I40876,,,
,,,I40877,,,
,,,I40878,,,
,,,I40879,,,
,,,I40880,,,
,,,I40881,,,
,,,I40882,,,
,,,I40883,,,
,,,I40884,,,
,,,I40885,,,
,,,I40886,,,
,,,I40887,,,
,,,I40888,,,
,,,I40889,,,
,,,I40890,,,
,,,I40891,,,
,,,I40892,,,
,,,I40893,,,
,,,I40894,,,
,,,I40895,,,
,,,I40896,,,
,,,I40897,,,
,,,I40898,,,
,,,I40899,,,
,,,I40900,,,
,,,I40901,,,
,,,I40902,,,
,,,I40903,,,
,,,I40904,,,
,,,I40905,,,
,,,I40906,,,
,,,I40907,,,
,,,I40908,,,
,,,I40909,,,
,,,I40910,,,
,,,I40911,,,
,,,I40912,,,
,,,I40913,,,
,,,I40914,,,
,,,I40915,,,
,,,I40916,,,
,,,I40917,,,
,,,I40918,,,
,,,I40919,,,
,,,I40920,,,
,,,I40921,,,
,,,I40922,,,
,,,I40923,,,
,,,I40924,,,
,,,I40925,,,
,,,I40926,,,
,,,I40927,,,
,,,I40928,,,
,,,I40929,,,
,,,I40930,,,
,,,I40931,,,
,,,I40932,,,
,,,I40933,,,
,,,I40934,,,
,,,I40935,,,
,,,I40936,,,
,,,I40937,,,
,,,I40938,,,
,,,I40939,,,
,,,I40940,,,
,,,I40941,,,
,,,I40942,,,
,,,I40943,,,
,,,I40944,,,
,,,I40945,,,
,,,I40946,,,
,,,I40947,,,
,,,I40948,,,
,,,I40949,,,
,,,I40950,,,
,,,I40951,,,
,,,I40952,,,
,,,I40953,,,
,,,I40954,,,
,,,I40955,,,
,,,I40956,,,
,,,I40957,,,
,,,I40958,,,
,,,I40959,,,
,,,I40960,,,
,,,I40961,,,
,,,I40962,,,
,,,I40963,,,
,,,I40964,,,
,,,I40965,,,
,,,I40966,,,
,,,I40967,,,
,,,I40968,,,
,,,I40969,,,
,,,I40970,,,
,,,I40971,,,
,,,I40972,,,
,,,I40973,,,
,,,I40974,,,
,,,I40975,,,
,,,I40976,,,
,,,I40977,,,
,,,I40978,,,
,,,I40979,,,
,,,I40980,,,
,,,I40981,,,
,,,I40982,,,
,,,I40983,,,
,,,I40984,,,
,,,I40985,,,
,,,I40986,,,
,,,I40987,,,
,,,I40988,,,
,,,I40989,,,
,,,I40990,,,
,,,I40991,,,
,,,I40992,,,
,,,I40993,,,
,,,I40994,,,
,,,I40995,,,
,,,I40996,,,
,,,I40997,,,
,,,I40998,,,
,,,I40999,,,
,,,I41000,,,
,,,I41001,,,
,,,I41002,,,
,,,I41003,,,
,,,I41004,,,
,,,I41005,,,
,,,I41006,,,
,,,I41007,,,
,,,I41008,,,
,,,I41009,,,
,,,I41010,,,
,,,I41011,,,
,,,I41012,,,
,,,I41013,,,
,,,I41014,,,
,,,I41015,,,
,,,I41016,,,
,,,I41017,,,
,,,I41018,,,
,,,I41019,,,
,,,I41020,,,
,,,I41021,,,
,,,I41022,,,
,,,I41023,,,
,,,I41024,,,
,,,I41025,,,
,,,I41026,,,
,,,I41027,,,
,,,I41028,,,
,,,I41029,,,
,,,I41030,,,
,,,I41031,,,
,,,I41032,,,
,,,I41033,,,
,,,I41034,,,
,,,I41035,,,
,,,I41036,,,
,,,I41037,,,
,,,I41038,,,
,,,I41039,,,
,,,I41040,,,
,,,I41041,,,
,,,I41042,,,
,,,I41043,,,
,,,I41044,,,
,,,I41045,,,
,,,I41046,,,
,,,I41047,,,
,,,I41048,,,
,,,I41049,,,
,,,I41050,,,
,,,I41051,,,
,,,I41052,,,
,,,I41053,,,
,,,I41054,,,
,,,I41055,,,
,,,I41056,,,
,,,I41057,,,
,,,I41058,,,
,,,I41059,,,
,,,I41060,,,
,,,I41061,,,
,,,I41062,,,
,,,I41063,,,
,,,I41064,,,
,,,I41065,,,
,,,I41066,,,
,,,I41067,,,
,,,I41068,,,
,,,I41069,,,
,,,I41070,,,
,,,I41071,,,
,,,I41072,,,
,,,I41073,,,
,,,I41074,,,
,,,I41075,,,
,,,I41076,,,
,,,I41077,,,
,,,I41078,,,
,,,I41079,,,
,,,I41080,,,
,,,I41081,,,
,,,I41082,,,
,,,I41083,,,
,,,I41084,,,
,,,I41085,,,
,,,I41086,,,
,,,I41087,,,
,,,I41088,,,
,,,I41089,,,
,,,I41090,,,
,,,I41091,,,
,,,I41092,,,
,,,I41093,,,
,,,I41094,,,
,,,I41095,,,
,,,I41096,,,
,,,I41097,,,
,,,I41098,,,
,,,I41099,,,
,,,I41100,,,
,,,I41101,,,
,,,I41102,,,
,,,I41103,,,
,,,I41104,,,
,,,I41105,,,
,,,I41106,,,
,,,I41107,,,
,,,I41108,,,
,,,I41109,,,
,,,I41110,,,
,,,I41111,,,
,,,I41112,,,
,,,I41113,,,
,,,I41114,,,
,,,I41115,,,
,,,I41116,,,
,,,I41117,,,
,,,I41118,,,
,,,I41119,,,
,,,I41120,,,
,,,I41121,,,
,,,I41122,,,
,,,I41123,,,
,,,I41124,,,
,,,I41125,,,
,,,I41126,,,
,,,I41127,,,
,,,I41128,,,
,,,I41129,,,
,,,I41130,,,
,,,I41131,,,
,,,I41132,,,
,,,I41133,,,
,,,I41134,,,
,,,I41135,,,
,,,I41136,,,
,,,I41137,,,
,,,I41138,,,
,,,I41139,,,
,,,I41140,,,
,,,I41141,,,
,,,I41142,,,
,,,I41143,,,
,,,I41144,,,
,,,I41145,,,
,,,I41146,,,
,,,I41147,,,
,,,I41148,,,
,,,I41149,,,
,,,I41150,,,
,,,I41151,,,
,,,I41152,,,
,,,I41153,,,
,,,I41154,,,
,,,I41155,,,
,,,I41156,,,
,,,I41157,,,
,,,I41158,,,
,,,I41159,,,
,,,I41160,,,
,,,I41161,,,
,,,I41162,,,
,,,I41163,,,
,,,I41164,,,
,,,I41165,,,
,,,I41166,,,
,,,I41167,,,
,,,I41168,,,
,,,I41169,,,
,,,I41170,,,
,,,I41171,,,
,,,I41172,,,
,,,I41173,,,
,,,I41174,,,
,,,I41175,,,
,,,I41176,,,
,,,I41177,,,
,,,I41178,,,
,,,I41179,,,
,,,I41180,,,
,,,I41181,,,
,,,I41182,,,
,,,I41183,,,
,,,I41184,,,
,,,I41185,,,
,,,I41186,,,
,,,I41187,,,
,,,I41188,,,
,,,I41189,,,
,,,I41190,,,
,,,I41191,,,
,,,I41192,,,
,,,I41193,,,
,,,I41194,,,
,,,I41195,,,
,,,I41196,,,
,,,I41197,,,
,,,I41198,,,
,,,I41199,,,
,,,I41200,,,
,,,I41201,,,
,,,I41202,,,
,,,I41203,,,
,,,I41204,,,
,,,I41205,,,
,,,I41206,,,
,,,I41207,,,
,,,I41208,,,
,,,I41209,,,
,,,I41210,,,
,,,I41211,,,
,,,I41212,,,
,,,I41213,,,
,,,I41214,,,
,,,I41215,,,
,,,I41216,,,
,,,I41217,,,
,,,I41218,,,
,,,I41219,,,
,,,I41220,,,
,,,I41221,,,
,,,I41222,,,
,,,I41223,,,
,,,I41224,,,
,,,I41225,,,
,,,I41226,,,
,,,I41227,,,
,,,I41228,,,
,,,I41229,,,
,,,I41230,,,
,,,I41231,,,
,,,I41232,,,
,,,I41233,,,
,,,I41234,,,
,,,I41235,,,
,,,I41236,,,
,,,I41237,,,
,,,I41238,,,
,,,I41239,,,
,,,I41240,,,
,,,I41241,,,
,,,I41242,,,
,,,I41243,,,
,,,I41244,,,
,,,I41245,,,
,,,I41246,,,
,,,I41247,,,
,,,I41248,,,
,,,I41249,,,
,,,I41250,,,
,,,I41251,,,
,,,I41252,,,
,,,I41253,,,
,,,I41254,,,
,,,I41255,,,
,,,I41256,,,
,,,I41257,,,
,,,I41258,,,
,,,I41259,,,
,,,I41260,,,
,,,I41261,,,
,,,I41262,,,
,,,I41263,,,
,,,I41264,,,
,,,I41265,,,
,,,I41266,,,
,,,I41267,,,
,,,I41268,,,
,,,I41269,,,
,,,I41270,,,
,,,I41271,,,
,,,I41272,,,
,,,I41273,,,
,,,I41274,,,
,,,I41275,,,
,,,I41276,,,
,,,I41277,,,
,,,I41278,,,
,,,I41279,,,
,,,I41280,,,
,,,I41281,,,
,,,I41282,,,
,,,I41283,,,
,,,I41284,,,
,,,I41285,,,
,,,I41286,,,
,,,I41287,,,
,,,I41288,,,
,,,I41289,,,
,,,I41290,,,
,,,I41291,,,
,,,I41292,,,
,,,I41293,,,
,,,I41294,,,
,,,I41295,,,
,,,I41296,,,
,,,I41297,,,
,,,I41298,,,
,,,I41299,,,
,,,I41300,,,
,,,I41301,,,
,,,I41302,,,
,,,I41303,,,
,,,I41304,,,
,,,I41305,,,
,,,I41306,,,
,,,I41307,,,
,,,I41308,,,
,,,I41309,,,
,,,I41310,,,
,,,I41311,,,
,,,I41312,,,
,,,I41313,,,
,,,I41314,,,
,,,I41315,,,
,,,I41316,,,
,,,I41317,,,
,,,I41318,,,
,,,I41319,,,
,,,I41320,,,
,,,I41321,,,
,,,I41322,,,
,,,I41323,,,
,,,I41324,,,
,,,I41325,,,
,,,I41326,,,
,,,I41327,,,
,,,I41328,,,
,,,I41329,,,
,,,I41330,,,
,,,I41331,,,
,,,I41332,,,
,,,I41333,,,
,,,I41334,,,
,,,I41335,,,
,,,I41336,,,
,,,I41337,,,
,,,I41338,,,
,,,I41339,,,
,,,I41340,,,
,,,I41341,,,
,,,I41342,,,
,,,I41343,,,
,,,I41344,,,
,,,I41345,,,
,,,I41346,,,
,,,I41347,,,
,,,I41348,,,
,,,I41349,,,
,,,I41350,,,
,,,I41351,,,
,,,I41352,,,
,,,I41353,,,
,,,I41354,,,
,,,I41355,,,
,,,I41356,,,
,,,I41357,,,
,,,I41358,,,
,,,I41359,,,
,,,I41360,,,
,,,I41361,,,
,,,I41362,,,
,,,I41363,,,
,,,I41364,,,
,,,I41365,,,
,,,I41366,,,
,,,I41367,,,
,,,I41368,,,
,,,I41369,,,
,,,I41370,,,
,,,I41371,,,
,,,I41372,,,
,,,I41373,,,
,,,I41374,,,
,,,I41375,,,
,,,I41376,,,
,,,I41377,,,
,,,I41378,,,
,,,I41379,,,
,,,I41380,,,
,,,I41381,,,
,,,I41382,,,
,,,I41383,,,
,,,I41384,,,
,,,I41385,,,
,,,I41386,,,
,,,I41387,,,
,,,I41388,,,
,,,I41389,,,
,,,I41390,,,
,,,I41391,,,
,,,I41392,,,
,,,I41393,,,
,,,I41394,,,
,,,I41395,,,
,,,I41396,,,
,,,I41397,,,
,,,I41398,,,
,,,I41399,,,
,,,I41400,,,
,,,I41401,,,
,,,I41402,,,
,,,I41403,,,
,,,I41404,,,
,,,I41405,,,
,,,I41406,,,
,,,I41407,,,
,,,I41408,,,
,,,I41409,,,
,,,I41410,,,
,,,I41411,,,
,,,I41412,,,
,,,I41413,,,
,,,I41414,,,
,,,I41415,,,
,,,I41416,,,
,,,I41417,,,
,,,I41418,,,
,,,I41419,,,
,,,I41420,,,
,,,I41421,,,
,,,I41422,,,
,,,I41423,,,
,,,I41424,,,
,,,I41425,,,
,,,I41426,,,
,,,I41427,,,
,,,I41428,,,
,,,I41429,,,
,,,I41430,,,
,,,I41431,,,
,,,I41432,,,
,,,I41433,,,
,,,I41434,,,
,,,I41435,,,
,,,I41436,,,
,,,I41437,,,
,,,I41438,,,
,,,I41439,,,
,,,I41440,,,
,,,I41441,,,
,,,I41442,,,
,,,I41443,,,
,,,I41444,,,
,,,I41445,,,
,,,I41446,,,
,,,I41447,,,
,,,I41448,,,
,,,I41449,,,
,,,I41450,,,
,,,I41451,,,
,,,I41452,,,
,,,I41453,,,
,,,I41454,,,
,,,I41455,,,
,,,I41456,,,
,,,I41457,,,
,,,I41458,,,
,,,I41459,,,
,,,I41460,,,
,,,I41461,,,
,,,I41462,,,
,,,I41463,,,
,,,I41464,,,
,,,I41465,,,
,,,I41466,,,
,,,I41467,,,
,,,I41468,,,
,,,I41469,,,
,,,I41470,,,
,,,I41471,,,
,,,I41472,,,
,,,I41473,,,
,,,I41474,,,
,,,I41475,,,
,,,I41476,,,
,,,I41477,,,
,,,I41478,,,
,,,I41479,,,
,,,I41480,,,
,,,I41481,,,
,,,I41482,,,
,,,I41483,,,
,,,I41484,,,
,,,I41485,,,
,,,I41486,,,
,,,I41487,,,
,,,I41488,,,
,,,I41489,,,
,,,I41490,,,
,,,I41491,,,
,,,I41492,,,
,,,I41493,,,
,,,I41494,,,
,,,I41495,,,
,,,I41496,,,
,,,I41497,,,
,,,I41498,,,
,,,I41499,,,
,,,I41500,,,
,,,I41501,,,
,,,I41502,,,
,,,I41503,,,
,,,I41504,,,
,,,I41505,,,
,,,I41506,,,
,,,I41507,,,
,,,I41508,,,
,,,I41509,,,
,,,I41510,,,
,,,I41511,,,
,,,I41512,,,
,,,I41513,,,
,,,I41514,,,
,,,I41515,,,
,,,I41516,,,
,,,I41517,,,
,,,I41518,,,
,,,I41519,,,
,,,I41520,,,
,,,I41521,,,
,,,I41522,,,
,,,I41523,,,
,,,I41524,,,
,,,I41525,,,
,,,I41526,,,
,,,I41527,,,
,,,I41528,,,
,,,I41529,,,
,,,I41530,,,
,,,I41531,,,
,,,I41532,,,
,,,I41533,,,
,,,I41534,,,
,,,I41535,,,
,,,I41536,,,
,,,I41537,,,
,,,I41538,,,
,,,I41539,,,
,,,I41540,,,
,,,I41541,,,
,,,I41542,,,
,,,I41543,,,
,,,I41544,,,
,,,I41545,,,
,,,I41546,,,
,,,I41547,,,
,,,I41548,,,
,,,I41549,,,
,,,I41550,,,
,,,I41551,,,
,,,I41552,,,
,,,I41553,,,
,,,I41554,,,
,,,I41555,,,
,,,I41556,,,
,,,I41557,,,
,,,I41558,,,
,,,I41559,,,
,,,I41560,,,
,,,I41561,,,
,,,I41562,,,
,,,I41563,,,
,,,I41564,,,
,,,I41565,,,
,,,I41566,,,
,,,I41567,,,
,,,I41568,,,
,,,I41569,,,
,,,I41570,,,
,,,I41571,,,
,,,I41572,,,
,,,I41573,,,
,,,I41574,,,
,,,I41575,,,
,,,I41576,,,
,,,I41577,,,
,,,I41578,,,
,,,I41579,,,
,,,I41580,,,
,,,I41581,,,
,,,I41582,,,
,,,I41583,,,
,,,I41584,,,
,,,I41585,,,
,,,I41586,,,
,,,I41587,,,
,,,I41588,,,
,,,I41589,,,
,,,I41590,,,
,,,I41591,,,
,,,I41592,,,
,,,I41593,,,
,,,I41594,,,
,,,I41595,,,
,,,I41596,,,
,,,I41597,,,
,,,I41598,,,
,,,I41599,,,
,,,I41600,,,
,,,I41601,,,
,,,I41602,,,
,,,I41603,,,
,,,I41604,,,
,,,I41605,,,
,,,I41606,,,
,,,I41607,,,
,,,I41608,,,
,,,I41609,,,
,,,I41610,,,
,,,I41611,,,
,,,I41612,,,
,,,I41613,,,
,,,I41614,,,
,,,I41615,,,
,,,I41616,,,
,,,I41617,,,
,,,I41618,,,
,,,I41619,,,
,,,I41620,,,
,,,I41621,,,
,,,I41622,,,
,,,I41623,,,
,,,I41624,,,
,,,I41625,,,
,,,I41626,,,
,,,I41627,,,
,,,I41628,,,
,,,I41629,,,
,,,I41630,,,
,,,I41631,,,
,,,I41632,,,
,,,I41633,,,
,,,I41634,,,
,,,I41635,,,
,,,I41636,,,
,,,I41637,,,
,,,I41638,,,
,,,I41639,,,
,,,I41640,,,
,,,I41641,,,
,,,I41642,,,
,,,I41643,,,
,,,I41644,,,
,,,I41645,,,
,,,I41646,,,
,,,I41647,,,
,,,I41648,,,
,,,I41649,,,
,,,I41650,,,
,,,I41651,,,
,,,I41652,,,
,,,I41653,,,
,,,I41654,,,
,,,I41655,,,
,,,I41656,,,
,,,I41657,,,
,,,I41658,,,
,,,I41659,,,
,,,I41660,,,
,,,I41661,,,
,,,I41662,,,
,,,I41663,,,
,,,I41664,,,
,,,I41665,,,
,,,I41666,,,
,,,I41667,,,
,,,I41668,,,
,,,I41669,,,
,,,I41670,,,
,,,I41671,,,
,,,I41672,,,
,,,I41673,,,
,,,I41674,,,
,,,I41675,,,
,,,I41676,,,
,,,I41677,,,
,,,I41678,,,
,,,I41679,,,
,,,I41680,,,
,,,I41681,,,
,,,I41682,,,
,,,I41683,,,
,,,I41684,,,
,,,I41685,,,
,,,I41686,,,
,,,I41687,,,
,,,I41688,,,
,,,I41689,,,
,,,I41690,,,
,,,I41691,,,
,,,I41692,,,
,,,I41693,,,
,,,I41694,,,
,,,I41695,,,
,,,I41696,,,
,,,I41697,,,
,,,I41698,,,
,,,I41699,,,
,,,I41700,,,
,,,I41701,,,
,,,I41702,,,
,,,I41703,,,
,,,I41704,,,
,,,I41705,,,
,,,I41706,,,
,,,I41707,,,
,,,I41708,,,
,,,I41709,,,
,,,I41710,,,
,,,I41711,,,
,,,I41712,,,
,,,I41713,,,
,,,I41714,,,
,,,I41715,,,
,,,I41716,,,
,,,I41717,,,
,,,I41718,,,
,,,I41719,,,
,,,I41720,,,
,,,I41721,,,
,,,I41722,,,
,,,I41723,,,
,,,I41724,,,
,,,I41725,,,
,,,I41726,,,
,,,I41727,,,
,,,I41728,,,
,,,I41729,,,
,,,I41730,,,
,,,I41731,,,
,,,I41732,,,
,,,I41733,,,
,,,I41734,,,
,,,I41735,,,
,,,I41736,,,
,,,I41737,,,
,,,I41738,,,
,,,I41739,,,
,,,I41740,,,
,,,I41741,,,
,,,I41742,,,
,,,I41743,,,
,,,I41744,,,
,,,I41745,,,
,,,I41746,,,
,,,I41747,,,
,,,I41748,,,
,,,I41749,,,
,,,I41750,,,
,,,I41751,,,
,,,I41752,,,
,,,I41753,,,
,,,I41754,,,
,,,I41755,,,
,,,I41756,,,
,,,I41757,,,
,,,I41758,,,
,,,I41759,,,
,,,I41760,,,
,,,I41761,,,
,,,I41762,,,
,,,I41763,,,
,,,I41764,,,
,,,I41765,,,
,,,I41766,,,
,,,I41767,,,
,,,I41768,,,
,,,I41769,,,
,,,I41770,,,
,,,I41771,,,
,,,I41772,,,
,,,I41773,,,
,,,I41774,,,
,,,I41775,,,
,,,I41776,,,
,,,I41777,,,
,,,I41778,,,
,,,I41779,,,
,,,I41780,,,
,,,I41781,,,
,,,I41782,,,
,,,I41783,,,
,,,I41784,,,
,,,I41785,,,
,,,I41786,,,
,,,I41787,,,
,,,I41788,,,
,,,I41789,,,
,,,I41790,,,
,,,I41791,,,
,,,I41792,,,
,,,I41793,,,
,,,I41794,,,
,,,I41795,,,
,,,I41796,,,
,,,I41797,,,
,,,I41798,,,
,,,I41799,,,
,,,I41800,,,
,,,I41801,,,
,,,I41802,,,
,,,I41803,,,
,,,I41804,,,
,,,I41805,,,
,,,I41806,,,
,,,I41807,,,
,,,I41808,,,
,,,I41809,,,
,,,I41810,,,
,,,I41811,,,
,,,I41812,,,
,,,I41813,,,
,,,I41814,,,
,,,I41815,,,
,,,I41816,,,
,,,I41817,,,
,,,I41818,,,
,,,I41819,,,
,,,I41820,,,
,,,I41821,,,
,,,I41822,,,
,,,I41823,,,
,,,I41824,,,
,,,I41825,,,
,,,I41826,,,
,,,I41827,,,
,,,I41828,,,
,,,I41829,,,
,,,I41830,,,
,,,I41831,,,
,,,I41832,,,
,,,I41833,,,
,,,I41834,,,
,,,I41835,,,
,,,I41836,,,
,,,I41837,,,
,,,I41838,,,
,,,I41839,,,
,,,I41840,,,
,,,I41841,,,
,,,I41842,,,
,,,I41843,,,
,,,I41844,,,
,,,I41845,,,
,,,I41846,,,
,,,I41847,,,
,,,I41848,,,
,,,I41849,,,
,,,I41850,,,
,,,I41851,,,
,,,I41852,,,
,,,I41853,,,
,,,I41854,,,
,,,I41855,,,
,,,I41856,,,
,,,I41857,,,
,,,I41858,,,
,,,I41859,,,
,,,I41860,,,
,,,I41861,,,
,,,I41862,,,
,,,I41863,,,
,,,I41864,,,
,,,I41865,,,
,,,I41866,,,
,,,I41867,,,
,,,I41868,,,
,,,I41869,,,
,,,I41870,,,
,,,I41871,,,
,,,I41872,,,
,,,I41873,,,
,,,I41874,,,
,,,I41875,,,
,,,I41876,,,
,,,I41877,,,
,,,I41878,,,
,,,I41879,,,
,,,I41880,,,
,,,I41881,,,
,,,I41882,,,
,,,I41883,,,
,,,I41884,,,
,,,I41885,,,
,,,I41886,,,
,,,I41887,,,
,,,I41888,,,
,,,I41889,,,
,,,I41890,,,
,,,I41891,,,
,,,I41892,,,
,,,I41893,,,
,,,I41894,,,
,,,I41895,,,
,,,I41896,,,
,,,I41897,,,
,,,I41898,,,
,,,I41899,,,
,,,I41900,,,
,,,I41901,,,
,,,I41902,,,
,,,I41903,,,
,,,I41904,,,
,,,I41905,,,
,,,I41906,,,
,,,I41907,,,
,,,I41908,,,
,,,I41909,,,
,,,I41910,,,
,,,I41911,,,
,,,I41912,,,
,,,I41913,,,
,,,I41914,,,
,,,I41915,,,
,,,I41916,,,
,,,I41917,,,
,,,I41918,,,
,,,I41919,,,
,,,I41920,,,
,,,I41921,,,
,,,I41922,,,
,,,I41923,,,
,,,I41924,,,
,,,I41925,,,
,,,I41926,,,
,,,I41927,,,
,,,I41928,,,
,,,I41929,,,
,,,I41930,,,
,,,I41931,,,
,,,I41932,,,
,,,I41933,,,
,,,I41934,,,
,,,I41935,,,
,,,I41936,,,
,,,I41937,,,
,,,I41938,,,
,,,I41939,,,
,,,I41940,,,
,,,I41941,,,
,,,I41942,,,
,,,I41943,,,
,,,I41944,,,
,,,I41945,,,
,,,I41946,,,
,,,I41947,,,
,,,I41948,,,
,,,I41949,,,
,,,I41950,,,
,,,I41951,,,
,,,I41952,,,
,,,I41953,,,
,,,I41954,,,
,,,I41955,,,
,,,I41956,,,
,,,I41957,,,
,,,I41958,,,
,,,I41959,,,
,,,I41960,,,
,,,I41961,,,
,,,I41962,,,
,,,I41963,,,
,,,I41964,,,
,,,I41965,,,
,,,I41966,,,
,,,I41967,,,
,,,I41968,,,
,,,I41969,,,
,,,I41970,,,
,,,I41971,,,
,,,I41972,,,
,,,I41973,,,
,,,I41974,,,
,,,I41975,,,
,,,I41976,,,
,,,I41977,,,
,,,I41978,,,
,,,I41979,,,
,,,I41980,,,
,,,I41981,,,
,,,I41982,,,
,,,I41983,,,
,,,I41984,,,
,,,I41985,,,
,,,I41986,,,
,,,I41987,,,
,,,I41988,,,
,,,I41989,,,
,,,I41990,,,
,,,I41991,,,
,,,I41992,,,
,,,I41993,,,
,,,I41994,,,
,,,I41995,,,
,,,I41996,,,
,,,I41997,,,
,,,I41998,,,
,,,I41999,,,
,,,I42000,,,
,,,I42001,,,
,,,I42002,,,
,,,I42003,,,
,,,I42004,,,
,,,I42005,,,
,,,I42006,,,
,,,I42007,,,
,,,I42008,,,
,,,I42009,,,
,,,I42010,,,
,,,I42011,,,
,,,I42012,,,
,,,I42013,,,
,,,I42014,,,
,,,I42015,,,
,,,I42016,,,
,,,I42017,,,
,,,I42018,,,
,,,I42019,,,
,,,I42020,,,
,,,I42021,,,
,,,I42022,,,
,,,I42023,,,
,,,I42024,,,
,,,I42025,,,
,,,I42026,,,
,,,I42027,,,
,,,I42028,,,
,,,I42029,,,
,,,I42030,,,
,,,I42031,,,
,,,I42032,,,
,,,I42033,,,
,,,I42034,,,
,,,I42035,,,
,,,I42036,,,
,,,I42037,,,
,,,I42038,,,
,,,I42039,,,
,,,I42040,,,
,,,I42041,,,
,,,I42042,,,
,,,I42043,,,
,,,I42044,,,
,,,I42045,,,
,,,I42046,,,
,,,I42047,,,
,,,I42048,,,
,,,I42049,,,
,,,I42050,,,
,,,I42051,,,
,,,I42052,,,
,,,I42053,,,
,,,I42054,,,
,,,I42055,,,
,,,I42056,,,
,,,I42057,,,
,,,I42058,,,
,,,I42059,,,
,,,I42060,,,
,,,I42061,,,
,,,I42062,,,
,,,I42063,,,
,,,I42064,,,
,,,I42065,,,
,,,I42066,,,
,,,I42067,,,
,,,I42068,,,
,,,I42069,,,
,,,I42070,,,
,,,I42071,,,
,,,I42072,,,
,,,I42073,,,
,,,I42074,,,
,,,I42075,,,
,,,I42076,,,
,,,I42077,,,
,,,I42078,,,
,,,I42079,,,
,,,I42080,,,
,,,I42081,,,
,,,I42082,,,
,,,I42083,,,
,,,I42084,,,
,,,I42085,,,
,,,I42086,,,
,,,I42087,,,
,,,I42088,,,
,,,I42089,,,
,,,I42090,,,
,,,I42091,,,
,,,I42092,,,
,,,I42093,,,
,,,I42094,,,
,,,I42095,,,
,,,I42096,,,
,,,I42097,,,
,,,I42098,,,
,,,I42099,,,
,,,I42100,,,
,,,I42101,,,
,,,I42102,,,
,,,I42103,,,
,,,I42104,,,
,,,I42105,,,
,,,I42106,,,
